spot_id,B-cells,CAFs,Cancer Epithelial,Cycling T-cells,Endothelial,Myeloid,NK cells,NKT cells,Normal Epithelial,PVL,Plasmablasts,T cells CD4+,T cells CD8+
mix_0047_depth25,0.0,0.0,0.29286594467003335,0.0,0.0,0.26531692793979805,0.0,0.010378991784107774,0.23172334959013902,0.05588641667824655,0.0,0.0,0.0
mix_0048_depth100,0.0,0.0,0.2428703187999518,0.013706532876056682,0.02418141794410424,0.013674229593674989,0.0,0.043371779565398595,0.4093451237956276,0.0,0.0,0.0,0.0
mix_0048_depth25,0.0,0.0,0.2578852864140508,0.02707684213995648,0.006111576124716939,0.031002297835857572,0.0,0.03987463697953643,0.39335887388055935,0.0,0.0,0.0,0.0
mix_0049_depth100,0.0,0.0,0.3161220431636675,0.029913039937851243,0.0,0.006379509197056097,0.0,0.002912539139957898,0.3586030616707509,0.06977934294606246,0.0,0.0,0.0
mix_0049_depth25,0.0,0.0,0.3069809694856128,0.05551231085795566,0.0,0.0,0.0,0.012289338594487326,0.35276692235221385,0.07724446149526572,0.0,0.0,0.0
mix_0050_depth100,0.0,0.0,0.4164470937829217,0.0024382543142979925,0.0,0.005482217817696843,0.0,0.026465448262053822,0.33708323531025836,0.0,0.0,0.0,0.0
mix_0050_depth25,0.0,0.0,0.4222918378708919,0.0,0.0,0.008659253567166325,0.0,0.018570542745339806,0.3486158107866903,0.0,0.0,0.0,0.0
mix_0051_depth100,0.0,0.0,0.15082925684508391,0.2957888968255974,0.0,0.0014136194545601643,0.0,0.0,0.3495367550815739,0.0,0.0,0.0,0.0
mix_0051_depth25,0.0,0.0056225622962827616,0.16134490638208626,0.25572066699415247,0.0,0.0,0.0,0.0,0.35808393850335707,0.0,0.0,0.0,0.0
mix_0052_depth100,0.0,0.0,0.36570026658452226,0.0,0.0,0.0,0.0,0.04620491948570909,0.393307160825238,0.0,0.0,0.0,0.0
mix_0052_depth25,0.0,0.0,0.31333212653579606,0.0,0.0,0.0012616103125261974,0.0,0.05201206111409484,0.4344894410616705,0.0,0.0,0.0,0.0
mix_0053_depth100,0.0,0.01879054808213135,0.2075291655075276,0.36433244604674986,0.0,0.031682530089340924,0.0,0.0,0.3544667088511866,0.0,0.0,0.0,0.0
mix_0053_depth25,0.0,0.01622134320016967,0.16618751324940903,0.3936302735478882,0.0,0.017330089457669357,0.0,0.0,0.39374483041478514,0.0,0.0,0.0,0.0
mix_0054_depth100,0.0,0.0,0.23900278000005098,0.16105297520748996,0.0,0.08525550004622785,0.0,0.0,0.23351056599299508,0.0979095289851085,0.0,0.0,0.0
mix_0054_depth25,0.0,0.0,0.22993733034768854,0.1311548040623733,0.0,0.09281457367710182,0.0,0.011274033520638022,0.23720767719861358,0.11596411840081348,0.0,0.0,0.0
mix_0055_depth100,0.0,0.0,0.46382786428712547,0.0,0.0,0.01125838715496028,0.0,0.08935812123750636,0.2518425535270933,0.0,0.0,0.0,0.0
mix_0055_depth25,0.0,0.0,0.4392821076670522,0.0,0.0,0.011114077475063872,0.0,0.09215368245182112,0.2864082815023662,0.0,0.0,0.0,0.0
mix_0056_depth100,0.0,0.0,0.43496164845675306,0.01060637883433812,0.0,0.021014973623521047,0.0,0.0,0.2901678872183134,0.0,0.0,0.0,0.0
mix_0056_depth25,0.0,0.0,0.4170302906090964,0.010823818595189908,0.0,0.03309352809053764,0.0,0.0,0.28069561837964707,0.0,0.0,0.0,0.0
mix_0057_depth100,0.0,0.059249720219900597,0.2695403682760546,0.15044947102348044,0.0,0.027107104400986334,0.0,0.07855296652867909,0.27803876549135,0.008789368151553597,0.0,0.0,0.0
mix_0057_depth25,0.0,0.005826172103830306,0.25406893145773357,0.1756359255354777,0.0,0.02608153022923283,0.0,0.08227813052518183,0.33660248958320466,0.0,0.0,0.0,0.0
mix_0058_depth100,0.0,0.0,0.19664591885833568,0.14827407469636222,0.0,0.006456552137466273,0.0,0.0010606681205350406,0.46392201547268563,0.0,0.0,0.0,0.0
mix_0058_depth25,0.0,0.0,0.23871150495401391,0.11365640672750768,0.0,0.0036624502192753204,0.0,0.011716016821660739,0.44539400262023326,0.0,0.0,0.0,0.0
mix_0059_depth100,0.0,0.0,0.25930727774606877,0.10238158379367658,0.0,0.016604888852133314,0.0,0.11219805722538967,0.21808151016159916,0.04780903742719488,0.0,0.048181823202830265,0.0
mix_0059_depth25,0.0,0.0,0.2573242800265665,0.09647678969006453,0.0,0.019500871728216462,0.0,0.11382112305293098,0.22936019861910875,0.03696105222069144,0.0,0.044047704329928,0.0
mix_0060_depth100,0.0,0.0,0.10728441624063112,0.16089611199822146,0.0,0.017468959481441053,0.0,0.0,0.5104994691270823,0.0,0.0,0.0,0.0
mix_0060_depth25,0.0,0.0,0.08857509154206797,0.16880390196872505,0.0,0.015751425624304243,0.0,0.0,0.5204436168058482,0.0,0.0,0.0,0.0
mix_0061_depth100,0.0,0.0,0.14851535215344722,0.1270400750836773,0.08309007552710466,0.009347791235266488,0.0,0.0782277438173899,0.2086741284250526,0.1944579650868813,0.0,0.0,0.0
